title,imdb_id,year,summary,people,decade,people_count,has_summary,language
Mayar Badhon,tt11731624,1997.0,,Abhishek Chatterjee; Prosenjit Chatterjee; Rituparna Sengupta; Robi Ghosh; Satabdi Roy; Soham Chakraborty; Srabanti Chatterjee; Subhendu Chatterjee; Swapan Saha,1990.0,9,False,
Minsara Kanavu,tt0274789,1997.0,,M. S. Guhan; M. Saravanan; Prabhu Deva; Rajiv Menon,1990.0,4,False,
Mittir Barir Chhoto Bou,,1997.0,,Abhishek Chatterjee,1990.0,1,False,
Moner Manush (1997 film),tt4249112,1997.0,,Biplab Chatterjee; Dilip Kumar Ray; Prosenjit Chatterjee; Rituparna Sengupta; Shakti Kapoor; Subhendu Chatterjee; Sujit Guha,1990.0,7,False,
Nalla Manasukkaran,tt10157778,1997.0,,Pandiarajan,1990.0,1,False,
Nandhini (film),tt10127712,1997.0,,Keerthi Reddy; Manivannan; Manobala; Prakash Raj; S. P. Balasubrahmanyam; Suhasini Maniratnam; Thalaivasal Vijay; Vadivukkarasi; Vineeth,1990.0,9,False,
Natpukkaga,tt12392696,1997.0,"Natpukkaga is a 1998 Indian Tamil-language drama film directed by K. S. Ravikumar, starring R. Sarathkumar in dual roles as a father and son, Simran, Vijayakumar and Sujatha. It became a blockbuster upon release. The film won two Filmfare Awards South and Tamil Nadu State Film Awards, both ceremonies conferring Best Film and Best Actor (Sarathkumar). It was remade in Telugu by Ravikumar as Sneham Kosam (1999) and in Kannada as Diggajaru (2001).",A. M. Rathnam; K. S. Ravikumar; R. Sarathkumar,1990.0,3,True,Tamil
Nattupura Nayagan,tt12484558,1997.0,,Rama Narayanan,1990.0,1,False,
Nerrukku Ner,tt0417011,1997.0,,Kausalya; Mani Ratnam; Simran; Suriya; Vasanth; Vijay,1990.0,6,False,
Nesam,tt2373644,1997.0,,Ajith Kumar; K. Subash; Manivannan,1990.0,3,False,
Nishpap Asami,tt7205556,1997.0,,Chiranjeet; Swapan Saha,1990.0,2,False,
Once More (1997 film),tt0364571,1997.0,,C. V. Rajendran; S. A. Chandrasekhar; Sivaji Ganesan,1990.0,3,False,
